benchmark,relative_path,extension,size_bytes,record_count,parse_status,keys
RWKU,Target/98_Dwayne_Johnson/forget_mia.json,.json,49115,54,ok,ngram|subject|text
RWKU,Target/98_Dwayne_Johnson/negative_phi.json,.json,1309319,582,ok,id|intro|subject|text
RWKU,Target/98_Dwayne_Johnson/retain_mia.json,.json,36263,41,ok,ngram|subject|text
RWKU,Target/98_Dwayne_Johnson/reject.json,.json,135442,300,ok,input|instruction|intro|output|subject
RWKU,Target/98_Dwayne_Johnson/pair_phi.json,.json,2609606,582,ok,id|intro|prompt|response|subject
RWKU,Target/98_Dwayne_Johnson/reject_phi.json,.json,151529,300,ok,input|instruction|intro|output|subject
RWKU,Target/98_Dwayne_Johnson/triviaqa.json,.json,67959,100,ok,answers|question|subject
RWKU,Target/98_Dwayne_Johnson/negative.json,.json,1076261,582,ok,id|intro|subject|text
RWKU,Target/98_Dwayne_Johnson/positive.json,.json,1338094,582,ok,id|intro|subject|text
RWKU,Target/98_Dwayne_Johnson/truthful.json,.json,69524,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/98_Dwayne_Johnson/pair.json,.json,2408643,582,ok,id|intro|prompt|response|subject
RWKU,Target/98_Dwayne_Johnson/neighbor_level1.json,.json,7759,29,ok,answer|level|neighbor|query|subject|type
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/forget_level2.json",.json,4398,19,ok,answer|level|query|subject|type
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/positive_phi.json",.json,1309253,582,ok,id|intro|subject|text
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/retain_bbh.json",.json,274937,81,ok,answer|cot|question|subject|task
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/forget_level1.json",.json,4641,19,ok,answer|level|query|subject|type
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/passage.json",.json,58437,88,ok,subject|text
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/retain_mmlu.json",.json,676932,171,ok,answer|choices|examples|question|subject|task
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/fluency.json",.json,11718,50,ok,instruction|subject
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/intro.json",.json,174,1,ok,intro|target
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/neighbor_level2.json",.json,8387,30,ok,answer|level|neighbor|query|subject|type
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/forget_level3.json",.json,10288,35,ok,answer|level|query|subject|type
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/forget_mia.json",.json,51064,59,ok,ngram|subject|text
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/negative_phi.json",.json,1313664,582,ok,id|intro|subject|text
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/retain_mia.json",.json,36432,37,ok,ngram|subject|text
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/reject.json",.json,129071,300,ok,input|instruction|intro|output|subject
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/pair_phi.json",.json,2610803,582,ok,id|intro|prompt|response|subject
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/reject_phi.json",.json,135477,300,ok,input|instruction|intro|output|subject
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/triviaqa.json",.json,70793,100,ok,answers|question|subject
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/negative.json",.json,1123228,582,ok,id|intro|subject|text
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/positive.json",.json,1088498,582,ok,id|intro|subject|text
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/truthful.json",.json,75358,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/pair.json",.json,2199612,582,ok,id|intro|prompt|response|subject
RWKU,"Target/44_Meghan,_Duchess_of_Sussex/neighbor_level1.json",.json,7566,25,ok,answer|level|neighbor|query|subject|type
RWKU,Target/12_Genghis_Khan/forget_level2.json,.json,1674,8,ok,answer|level|query|subject|type
RWKU,Target/12_Genghis_Khan/positive_phi.json,.json,1318555,582,ok,id|intro|subject|text
RWKU,Target/12_Genghis_Khan/retain_bbh.json,.json,275579,81,ok,answer|cot|question|subject|task
RWKU,Target/12_Genghis_Khan/forget_level1.json,.json,3387,15,ok,answer|level|query|subject|type
RWKU,Target/12_Genghis_Khan/passage.json,.json,64854,31,ok,subject|text
RWKU,Target/12_Genghis_Khan/retain_mmlu.json,.json,677479,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/12_Genghis_Khan/fluency.json,.json,11786,50,ok,instruction|subject
RWKU,Target/12_Genghis_Khan/intro.json,.json,143,1,ok,intro|target
RWKU,Target/12_Genghis_Khan/neighbor_level2.json,.json,6455,25,ok,answer|level|neighbor|query|subject|type
RWKU,Target/12_Genghis_Khan/forget_level3.json,.json,10920,40,ok,answer|level|query|subject|type
RWKU,Target/12_Genghis_Khan/forget_mia.json,.json,48367,31,ok,ngram|subject|text
RWKU,Target/12_Genghis_Khan/negative_phi.json,.json,1320155,582,ok,id|intro|subject|text
RWKU,Target/12_Genghis_Khan/retain_mia.json,.json,31284,36,ok,ngram|subject|text
RWKU,Target/12_Genghis_Khan/reject.json,.json,116618,300,ok,input|instruction|intro|output|subject
RWKU,Target/12_Genghis_Khan/pair_phi.json,.json,2634162,582,ok,id|intro|prompt|response|subject
RWKU,Target/12_Genghis_Khan/reject_phi.json,.json,127394,300,ok,input|instruction|intro|output|subject
RWKU,Target/12_Genghis_Khan/triviaqa.json,.json,53198,100,ok,answers|question|subject
RWKU,Target/12_Genghis_Khan/negative.json,.json,1009030,582,ok,id|intro|subject|text
RWKU,Target/12_Genghis_Khan/positive.json,.json,1105250,582,ok,id|intro|subject|text
RWKU,Target/12_Genghis_Khan/truthful.json,.json,68493,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/12_Genghis_Khan/pair.json,.json,2109732,582,ok,id|intro|prompt|response|subject
RWKU,Target/12_Genghis_Khan/neighbor_level1.json,.json,8450,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/197_Jeff_Goldblum/forget_level2.json,.json,3883,18,ok,answer|level|query|subject|type
RWKU,Target/197_Jeff_Goldblum/positive_phi.json,.json,1214584,582,ok,id|intro|subject|text
RWKU,Target/197_Jeff_Goldblum/retain_bbh.json,.json,271855,81,ok,answer|cot|question|subject|task
RWKU,Target/197_Jeff_Goldblum/forget_level1.json,.json,4367,20,ok,answer|level|query|subject|type
RWKU,Target/197_Jeff_Goldblum/passage.json,.json,10453,23,ok,subject|text
RWKU,Target/197_Jeff_Goldblum/retain_mmlu.json,.json,679042,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/197_Jeff_Goldblum/fluency.json,.json,11373,50,ok,instruction|subject
RWKU,Target/197_Jeff_Goldblum/intro.json,.json,183,1,ok,intro|target
RWKU,Target/197_Jeff_Goldblum/neighbor_level2.json,.json,7973,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/197_Jeff_Goldblum/forget_level3.json,.json,9321,32,ok,answer|level|query|subject|type
RWKU,Target/197_Jeff_Goldblum/forget_mia.json,.json,8883,13,ok,ngram|subject|text
RWKU,Target/197_Jeff_Goldblum/negative_phi.json,.json,1227650,582,ok,id|intro|subject|text
RWKU,Target/197_Jeff_Goldblum/retain_mia.json,.json,36789,41,ok,ngram|subject|text
RWKU,Target/197_Jeff_Goldblum/reject.json,.json,130563,300,ok,input|instruction|intro|output|subject
RWKU,Target/197_Jeff_Goldblum/pair_phi.json,.json,2437104,582,ok,id|intro|prompt|response|subject
RWKU,Target/197_Jeff_Goldblum/reject_phi.json,.json,133532,300,ok,input|instruction|intro|output|subject
RWKU,Target/197_Jeff_Goldblum/triviaqa.json,.json,75719,100,ok,answers|question|subject
RWKU,Target/197_Jeff_Goldblum/negative.json,.json,1217572,582,ok,id|intro|subject|text
RWKU,Target/197_Jeff_Goldblum/positive.json,.json,1239583,582,ok,id|intro|subject|text
RWKU,Target/197_Jeff_Goldblum/truthful.json,.json,67517,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/197_Jeff_Goldblum/pair.json,.json,2452025,582,ok,id|intro|prompt|response|subject
RWKU,Target/197_Jeff_Goldblum/neighbor_level1.json,.json,8405,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/169_Jeff_Bridges/forget_level2.json,.json,3628,16,ok,answer|level|query|subject|type
RWKU,Target/169_Jeff_Bridges/positive_phi.json,.json,1223010,582,ok,id|intro|subject|text
RWKU,Target/169_Jeff_Bridges/retain_bbh.json,.json,272674,81,ok,answer|cot|question|subject|task
RWKU,Target/169_Jeff_Bridges/forget_level1.json,.json,4096,20,ok,answer|level|query|subject|type
RWKU,Target/169_Jeff_Bridges/passage.json,.json,23048,32,ok,subject|text
RWKU,Target/169_Jeff_Bridges/retain_mmlu.json,.json,682584,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/169_Jeff_Bridges/fluency.json,.json,11668,50,ok,instruction|subject
RWKU,Target/169_Jeff_Bridges/intro.json,.json,176,1,ok,intro|target
RWKU,Target/169_Jeff_Bridges/neighbor_level2.json,.json,6512,26,ok,answer|level|neighbor|query|subject|type
RWKU,Target/169_Jeff_Bridges/forget_level3.json,.json,11224,40,ok,answer|level|query|subject|type
RWKU,Target/169_Jeff_Bridges/forget_mia.json,.json,21601,24,ok,ngram|subject|text
RWKU,Target/169_Jeff_Bridges/negative_phi.json,.json,1227934,582,ok,id|intro|subject|text
RWKU,Target/169_Jeff_Bridges/retain_mia.json,.json,41581,41,ok,ngram|subject|text
RWKU,Target/169_Jeff_Bridges/reject.json,.json,125379,300,ok,input|instruction|intro|output|subject
RWKU,Target/169_Jeff_Bridges/pair_phi.json,.json,2446396,582,ok,id|intro|prompt|response|subject
RWKU,Target/169_Jeff_Bridges/reject_phi.json,.json,131642,300,ok,input|instruction|intro|output|subject
RWKU,Target/169_Jeff_Bridges/triviaqa.json,.json,62840,100,ok,answers|question|subject
RWKU,Target/169_Jeff_Bridges/negative.json,.json,1159812,582,ok,id|intro|subject|text
RWKU,Target/169_Jeff_Bridges/positive.json,.json,1147255,582,ok,id|intro|subject|text
RWKU,Target/169_Jeff_Bridges/truthful.json,.json,68568,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/169_Jeff_Bridges/pair.json,.json,2302519,582,ok,id|intro|prompt|response|subject
RWKU,Target/169_Jeff_Bridges/neighbor_level1.json,.json,8161,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/187_Marie_Antoinette/forget_level2.json,.json,1318,6,ok,answer|level|query|subject|type
RWKU,Target/187_Marie_Antoinette/positive_phi.json,.json,1310364,582,ok,id|intro|subject|text
RWKU,Target/187_Marie_Antoinette/retain_bbh.json,.json,272372,81,ok,answer|cot|question|subject|task
RWKU,Target/187_Marie_Antoinette/forget_level1.json,.json,4326,20,ok,answer|level|query|subject|type
RWKU,Target/187_Marie_Antoinette/passage.json,.json,72427,50,ok,subject|text
RWKU,Target/187_Marie_Antoinette/retain_mmlu.json,.json,674392,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/187_Marie_Antoinette/fluency.json,.json,10829,50,ok,instruction|subject
RWKU,Target/187_Marie_Antoinette/intro.json,.json,150,1,ok,intro|target
RWKU,Target/187_Marie_Antoinette/neighbor_level2.json,.json,4664,17,ok,answer|level|neighbor|query|subject|type
RWKU,Target/187_Marie_Antoinette/forget_level3.json,.json,10209,34,ok,answer|level|query|subject|type
RWKU,Target/187_Marie_Antoinette/forget_mia.json,.json,53778,45,ok,ngram|subject|text
RWKU,Target/187_Marie_Antoinette/negative_phi.json,.json,1317000,582,ok,id|intro|subject|text
RWKU,Target/187_Marie_Antoinette/retain_mia.json,.json,34619,39,ok,ngram|subject|text
RWKU,Target/187_Marie_Antoinette/reject.json,.json,138750,300,ok,input|instruction|intro|output|subject
RWKU,Target/187_Marie_Antoinette/pair_phi.json,.json,2620488,582,ok,id|intro|prompt|response|subject
RWKU,Target/187_Marie_Antoinette/reject_phi.json,.json,127392,300,ok,input|instruction|intro|output|subject
RWKU,Target/187_Marie_Antoinette/triviaqa.json,.json,62924,100,ok,answers|question|subject
RWKU,Target/187_Marie_Antoinette/negative.json,.json,1110495,582,ok,id|intro|subject|text
RWKU,Target/187_Marie_Antoinette/positive.json,.json,1144985,582,ok,id|intro|subject|text
RWKU,Target/187_Marie_Antoinette/truthful.json,.json,65868,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/187_Marie_Antoinette/pair.json,.json,2248604,582,ok,id|intro|prompt|response|subject
RWKU,Target/187_Marie_Antoinette/neighbor_level1.json,.json,7841,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/137_Patrick_Stewart/forget_level2.json,.json,3328,14,ok,answer|level|query|subject|type
RWKU,Target/137_Patrick_Stewart/positive_phi.json,.json,1268630,582,ok,id|intro|subject|text
RWKU,Target/137_Patrick_Stewart/retain_bbh.json,.json,272476,81,ok,answer|cot|question|subject|task
RWKU,Target/137_Patrick_Stewart/forget_level1.json,.json,3538,16,ok,answer|level|query|subject|type
RWKU,Target/137_Patrick_Stewart/passage.json,.json,40558,46,ok,subject|text
RWKU,Target/137_Patrick_Stewart/retain_mmlu.json,.json,680107,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/137_Patrick_Stewart/fluency.json,.json,11938,50,ok,instruction|subject
RWKU,Target/137_Patrick_Stewart/intro.json,.json,168,1,ok,intro|target
RWKU,Target/137_Patrick_Stewart/neighbor_level2.json,.json,8066,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/137_Patrick_Stewart/forget_level3.json,.json,8038,27,ok,answer|level|query|subject|type
RWKU,Target/137_Patrick_Stewart/forget_mia.json,.json,30643,30,ok,ngram|subject|text
RWKU,Target/137_Patrick_Stewart/negative_phi.json,.json,1287351,582,ok,id|intro|subject|text
RWKU,Target/137_Patrick_Stewart/retain_mia.json,.json,35505,40,ok,ngram|subject|text
RWKU,Target/137_Patrick_Stewart/reject.json,.json,120098,300,ok,input|instruction|intro|output|subject
RWKU,Target/137_Patrick_Stewart/pair_phi.json,.json,2549687,582,ok,id|intro|prompt|response|subject
RWKU,Target/137_Patrick_Stewart/reject_phi.json,.json,134943,300,ok,input|instruction|intro|output|subject
RWKU,Target/137_Patrick_Stewart/triviaqa.json,.json,66080,100,ok,answers|question|subject
RWKU,Target/137_Patrick_Stewart/negative.json,.json,1121854,582,ok,id|intro|subject|text
RWKU,Target/137_Patrick_Stewart/positive.json,.json,1165892,582,ok,id|intro|subject|text
RWKU,Target/137_Patrick_Stewart/truthful.json,.json,74051,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/137_Patrick_Stewart/pair.json,.json,2281452,582,ok,id|intro|prompt|response|subject
RWKU,Target/137_Patrick_Stewart/neighbor_level1.json,.json,8298,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/150_Kim_Basinger/forget_level2.json,.json,2728,13,ok,answer|level|query|subject|type
RWKU,Target/150_Kim_Basinger/positive_phi.json,.json,1231923,582,ok,id|intro|subject|text
RWKU,Target/150_Kim_Basinger/retain_bbh.json,.json,274131,81,ok,answer|cot|question|subject|task
RWKU,Target/150_Kim_Basinger/forget_level1.json,.json,4377,20,ok,answer|level|query|subject|type
RWKU,Target/150_Kim_Basinger/passage.json,.json,26809,50,ok,subject|text
RWKU,Target/150_Kim_Basinger/retain_mmlu.json,.json,678134,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/150_Kim_Basinger/fluency.json,.json,11703,50,ok,instruction|subject
RWKU,Target/150_Kim_Basinger/intro.json,.json,180,1,ok,intro|target
RWKU,Target/150_Kim_Basinger/neighbor_level2.json,.json,7057,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/150_Kim_Basinger/forget_level3.json,.json,10164,37,ok,answer|level|query|subject|type
RWKU,Target/150_Kim_Basinger/forget_mia.json,.json,24241,34,ok,ngram|subject|text
RWKU,Target/150_Kim_Basinger/negative_phi.json,.json,1237943,582,ok,id|intro|subject|text
RWKU,Target/150_Kim_Basinger/retain_mia.json,.json,38113,39,ok,ngram|subject|text
RWKU,Target/150_Kim_Basinger/reject.json,.json,119641,300,ok,input|instruction|intro|output|subject
RWKU,Target/150_Kim_Basinger/pair_phi.json,.json,2465318,582,ok,id|intro|prompt|response|subject
RWKU,Target/150_Kim_Basinger/reject_phi.json,.json,134297,300,ok,input|instruction|intro|output|subject
RWKU,Target/150_Kim_Basinger/triviaqa.json,.json,66235,100,ok,answers|question|subject
RWKU,Target/150_Kim_Basinger/negative.json,.json,1022782,582,ok,id|intro|subject|text
RWKU,Target/150_Kim_Basinger/positive.json,.json,855754,582,ok,id|intro|subject|text
RWKU,Target/150_Kim_Basinger/truthful.json,.json,66247,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/150_Kim_Basinger/pair.json,.json,1873988,582,ok,id|intro|prompt|response|subject
RWKU,Target/150_Kim_Basinger/neighbor_level1.json,.json,7566,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/112_John_Ritter/forget_level2.json,.json,2332,10,ok,answer|level|query|subject|type
RWKU,Target/112_John_Ritter/positive_phi.json,.json,1226725,582,ok,id|intro|subject|text
RWKU,Target/112_John_Ritter/retain_bbh.json,.json,273353,81,ok,answer|cot|question|subject|task
RWKU,Target/112_John_Ritter/forget_level1.json,.json,4463,20,ok,answer|level|query|subject|type
RWKU,Target/112_John_Ritter/passage.json,.json,15002,25,ok,subject|text
RWKU,Target/112_John_Ritter/retain_mmlu.json,.json,674902,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/112_John_Ritter/fluency.json,.json,10510,50,ok,instruction|subject
RWKU,Target/112_John_Ritter/intro.json,.json,174,1,ok,intro|target
RWKU,Target/112_John_Ritter/neighbor_level2.json,.json,7502,30,ok,answer|level|neighbor|query|subject|type
RWKU,Target/112_John_Ritter/forget_level3.json,.json,10939,40,ok,answer|level|query|subject|type
RWKU,Target/112_John_Ritter/forget_mia.json,.json,11295,12,ok,ngram|subject|text
RWKU,Target/112_John_Ritter/negative_phi.json,.json,1243730,582,ok,id|intro|subject|text
RWKU,Target/112_John_Ritter/retain_mia.json,.json,36527,39,ok,ngram|subject|text
RWKU,Target/112_John_Ritter/reject.json,.json,125342,300,ok,input|instruction|intro|output|subject
RWKU,Target/112_John_Ritter/pair_phi.json,.json,2466489,582,ok,id|intro|prompt|response|subject
RWKU,Target/112_John_Ritter/reject_phi.json,.json,128094,300,ok,input|instruction|intro|output|subject
RWKU,Target/112_John_Ritter/triviaqa.json,.json,68568,100,ok,answers|question|subject
RWKU,Target/112_John_Ritter/negative.json,.json,940303,582,ok,id|intro|subject|text
RWKU,Target/112_John_Ritter/positive.json,.json,911099,582,ok,id|intro|subject|text
RWKU,Target/112_John_Ritter/truthful.json,.json,68903,50,ok,mc1_targets|mc2_targets|question|subject
RWKU,Target/112_John_Ritter/pair.json,.json,1847436,582,ok,id|intro|prompt|response|subject
RWKU,Target/112_John_Ritter/neighbor_level1.json,.json,6419,24,ok,answer|level|neighbor|query|subject|type
RWKU,Target/144_Faith_Hill/forget_level2.json,.json,2800,13,ok,answer|level|query|subject|type
RWKU,Target/144_Faith_Hill/positive_phi.json,.json,1275100,582,ok,id|intro|subject|text
RWKU,Target/144_Faith_Hill/retain_bbh.json,.json,272024,81,ok,answer|cot|question|subject|task
RWKU,Target/144_Faith_Hill/forget_level1.json,.json,2244,11,ok,answer|level|query|subject|type
RWKU,Target/144_Faith_Hill/passage.json,.json,31331,63,ok,subject|text
RWKU,Target/144_Faith_Hill/retain_mmlu.json,.json,678105,171,ok,answer|choices|examples|question|subject|task
RWKU,Target/144_Faith_Hill/fluency.json,.json,13737,50,ok,instruction|subject
RWKU,Target/144_Faith_Hill/intro.json,.json,176,1,ok,intro|target
